名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
春光家园,普陀桃浦,武威路1019弄,0,板楼,938户,71栋,商品房/经济适用房/动迁安置房/使用权,2000-2012年 ,1.2元/平米/月,上海西部物业有限公司,西部集团
武威路1285号,普陀桃浦,武威路1285号,0,未知类型,28户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
桃浦一村(武威路1053号),普陀桃浦,武威路1053号,43470,板楼,19户,1栋,商品房/使用权,1992年 ,暂无信息,上海桃浦物业有限公司,暂无信息
耀光国际广场,普陀桃浦,祁连山路550号,0,未知类型,308户,4栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
桃浦西路641弄201支弄,普陀桃浦,桃浦西路641弄201支弄,0,板楼,40户,37栋,商品房/使用权,1994年 ,0.8元/平米/月,暂无信息,暂无信息
白丽路261号,普陀桃浦,白丽路261号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
"水产路2609,2659,2669号",普陀桃浦,"水产路2609, 2659, 2669号",0,未知类型,3户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
桃浦西路641弄201支弄5号,普陀桃浦,桃浦西路641弄201支弄5号,0,未知类型,1户,1栋,商品房,1994年 ,暂无信息,暂无信息,暂无信息
昆仑花园,普陀桃浦,桃浦路1146弄,0,板楼,76户,27栋,商品房/使用权,1990-2000年 ,暂无信息,暂无信息,暂无信息
武威路1057弄,普陀桃浦,武威路1057弄,0,板楼,40户,2栋,商品房/使用权,1992年 ,暂无信息,暂无信息,暂无信息
联星丽景苑,普陀桃浦,白丽路185弄,0,板楼,1764户,32栋,商品房/经济适用房/动迁安置房,2012年 ,1.17元/平米/月,上海桃浦物业有限公司,上海桃浦房地产开发有限公司
李子园商务区,普陀桃浦,"交通路4703弄,交通路4621弄",0,板楼,150户,4栋,商品房/使用权,2009年 ,暂无信息,暂无信息,暂无信息
美墅,普陀桃浦,真北路108弄,0,板楼,72户,65栋,使用权,2003-2005年 ,暂无信息,暂无信息,暂无信息
华和民祥园（北园）,普陀桃浦,连冠路200弄,0,未知类型,864户,10栋,动迁安置房,2021年 ,暂无信息,上海西部物业有限公司,暂无信息
中铁佳苑,普陀万里,真南路209弄,71886,板楼,226户,14栋,商品房,1995-1996年 ,0.5元/平米/月,中隧物业,浙江中铁房地产集团有限公司
达安春之声（一期）,普陀万里,水泉路88弄,85101,板楼,686户,14栋,商品房/使用权,2005-2006年 ,2.1至3.5元/平米/月,上海上房物业有限公司,暂无信息
万富大厦,普陀万里,交暨路193弄,77399,板楼,726户,4栋,商品房,2022年 ,1至2.4元/平米/月,上海沙林物业管理有限公司,暂无信息
中环家园二期,普陀万里,富平路399弄1-36号,75362,板楼,587户,22栋,商品房,2003-2006年 ,1.68元/平米/月,暂无信息,暂无信息
凯旋华庭,普陀万里,真金路457弄1-9号,83549,板楼,452户,5栋,商品房,2005-2010年 ,1至2.95元/平米/月,上海中鹰物业管理有限公司,上海中鹰房地产开发有限公司
万里欣苑,普陀万里,新泉路66弄,74139,板楼,360户,5栋,商品房,1996-2006年 ,1.7元/平米/月,上海佳中物业管理有限公司,上海中环投资开发(集团)有限公司
香泉苑,普陀万里,香泉路85弄,62147,板楼,1216户,101栋,商品房/售后公房/使用权,1996-1999年 ,0.8元/平米/月,上海天傲物业管理有限公司,上海金明房地产开发有限公司
大华颐和华城紫颐园,普陀万里,武威东路477弄,90745,板楼,242户,64栋,商品房,2013-2015年 ,1.5至2.97元/平米/月,上海复瑞物业管理有限公司,暂无信息
金鼎公寓(普陀),普陀万里,真南路85弄,63106,板楼,337户,57栋,商品房,2001年 ,0.65元/平米/月,上海新莱赫物业管理有限公司,上海金明房地产普陀投资有限公司
达安春之声（二期）,普陀万里, 水泉路99弄,86231,板楼,688户,14栋,商品房/使用权,2006-2008年 ,2.1至5元/平米/月,上海科瑞物业管理发展有限公司,上海达安企业发展有限公司
万里名轩,普陀万里,真华路295弄,63015,板楼,722户,47栋,商品房,1999年 ,1.35元/平米/月,中环物业,上海中环投资开发(集团)有限公司
凯旋花园,普陀万里,新村路凯旋花园,66392,板楼,753户,54栋,商品房/使用权,1999-2000年 ,0.87至1.15元/平米/月,上海联讯物业管理有限公司,暂无信息
中浩云花园,普陀万里,富平路299弄,77005,板楼,1437户,21栋,商品房/使用权,2008年 ,1.68元/平米/月,上海陆家嘴物业管理公司,上海中环投资开发(集团)有限公司
中环家园一期,普陀万里,"新村路1388弄,富平路399弄",73345,板楼,1484户,54栋,商品房/使用权,2003-2006年 ,1.68元/平米/月,上海科瑞物业管理有限公司,上海中环广场房地产有限公司
真华路157弄,普陀万里,真华路157弄,60094,板楼,230户,16栋,商品房,2000年 ,1元/平米/月,中环物业,中环集团
岚灵小区,普陀万里,灵石路1565弄,52280,板楼,360户,13栋,商品房/使用权,1994-1996年 ,1元/平米/月,岚灵物业,西部集团
万里真金苑,普陀万里,真金路250弄,61454,板楼,1123户,46栋,商品房/使用权,1999-2001年 ,1.25至1.65元/平米/月,上海沙林物业管理有限公司,上海中环投资开发（集团）有限公司
中环花苑,普陀万里,新村路1288弄,85721,板楼,1081户,21栋,商品房/使用权,2007-2008年 ,2.35元/平米/月,上海陆家嘴物业管理公司,上海中环投资开发(集团)有限公司
东旺雍景苑,普陀万里,灵石路1669弄,77103,板楼,396户,28栋,商品房/使用权,2001-2002年 ,1.6元/平米/月,上海东旺物业管理有限公司,上海农工商房地产（集团）有限公司
万里雅筑,普陀万里,"富平路889弄, 水泉路128.122号, 富平路901.861.157.20.941.943.947.907.871.829.835.845.923号, 真金路139.153.137.145.151号",79508,板楼,1002户,52栋,商品房/使用权,2005-2010年 ,1.56至2.1元/平米/月,沙林物业,上海环江置业有限公司
大华颐和华城(别墅),普陀万里,"武威东路477弄,武威东路479弄",63719,板楼,164户,125栋,商品房,2008-2009年 ,2元/平米/月,上海复瑞物业管理有限公司,上海颐华房地产有限公司
鑫都佳园,普陀万里,新村路638弄,67634,板楼,216户,20栋,商品房,2001年 ,0.55至0.8元/平米/月,上海中宁物业管理中心,上海中环投资开发(集团)有限公司
巴黎之春,普陀万里,富平路737弄,66341,板楼,1084户,44栋,商品房/使用权,2002-2011年 ,1.2至1.6元/平米/月,上海中环陆家嘴物业管理有限公司,上海中环投资开发(集团)有限公司
万里双子座,普陀万里,富平路727弄,72644,板楼,233户,2栋,商品房,2008年 ,1.65元/平米/月,上海中环陆家嘴物业管理有限公司,上海中环投资开发(集团)有限公司
万里真欣园,普陀万里,真金路251弄,66057,板楼,304户,20栋,商品房/经济适用房,1999年 ,1.05至1.35元/平米/月,上海新莱赫物业管理有限公司,中环集团
交暨小区,普陀万里,"交暨路65弄,交暨路190弄",55180,板楼,492户,29栋,商品房/售后公房/使用权,1996年 ,0.8元/平米/月,上海天傲物业管理有限公司,上海宜民房地产开发经营有限公司
金华苑,普陀万里,"真金路655弄, 真金路725弄1-20号, 武威东路299号",73964,板楼,1313户,23栋,商品房/使用权,2004年 ,0.8元/平米/月,上海金明房地产物业管理有限公司,上海金明房地产普陀投资有限公司
中骏天誉(公寓),普陀万里,万泉路122弄,112038,板楼,395户,25栋,商品房/使用权,2012-2016年 ,6元/平米/月,世邦泰和,上海骏泰房地产开发有限公司
桃浦西路55弄,普陀万里,桃浦西路55弄,63718,板楼,20户,1栋,商品房/使用权,1982年 ,暂无信息,暂无信息,暂无信息
万里晶品苑,普陀万里,新村路2080弄,77951,塔板结合,402户,4栋,商品房,2010年 ,1.64至1.75元/平米/月,上海中环陆家嘴物业管理有限公司,上海中环投资开发（集团）有限公司
东旺雍景苑,普陀万里,灵石路1669弄,77103,板楼,396户,28栋,商品房/使用权,2001-2002年 ,1.6元/平米/月,上海东旺物业管理有限公司,上海农工商房地产（集团）有限公司
鑫都佳园,普陀万里,新村路638弄,67634,板楼,216户,20栋,商品房,2001年 ,0.55至0.8元/平米/月,上海中宁物业管理中心,上海中环投资开发(集团)有限公司
万里雅筑,普陀万里,"富平路889弄, 水泉路128.122号, 富平路901.861.157.20.941.943.947.907.871.829.835.845.923号, 真金路139.153.137.145.151号",79508,板楼,1002户,52栋,商品房/使用权,2005-2010年 ,1.56至2.1元/平米/月,沙林物业,上海环江置业有限公司
大华颐和华城(别墅),普陀万里,"武威东路477弄,武威东路479弄",63719,板楼,164户,125栋,商品房,2008-2009年 ,2元/平米/月,上海复瑞物业管理有限公司,上海颐华房地产有限公司
中骏天誉(公寓),普陀万里,万泉路122弄,112038,板楼,395户,25栋,商品房/使用权,2012-2016年 ,6元/平米/月,世邦泰和,上海骏泰房地产开发有限公司
桃浦西路55弄,普陀万里,桃浦西路55弄,63718,板楼,20户,1栋,商品房/使用权,1982年 ,暂无信息,暂无信息,暂无信息
真华路157弄,普陀万里,真华路157弄,60094,板楼,230户,16栋,商品房,2000年 ,1元/平米/月,中环物业,中环集团
中浩云花园,普陀万里,富平路299弄,77005,板楼,1437户,21栋,商品房/使用权,2008年 ,1.68元/平米/月,上海陆家嘴物业管理公司,上海中环投资开发(集团)有限公司
中环家园一期,普陀万里,"新村路1388弄,富平路399弄",73345,板楼,1484户,54栋,商品房/使用权,2003-2006年 ,1.68元/平米/月,上海科瑞物业管理有限公司,上海中环广场房地产有限公司
万里真金苑,普陀万里,真金路250弄,61454,板楼,1123户,46栋,商品房/使用权,1999-2001年 ,1.25至1.65元/平米/月,上海沙林物业管理有限公司,上海中环投资开发（集团）有限公司
岚灵小区,普陀万里,灵石路1565弄,52280,板楼,360户,13栋,商品房/使用权,1994-1996年 ,1元/平米/月,岚灵物业,西部集团
中环花苑,普陀万里,新村路1288弄,85721,板楼,1081户,21栋,商品房/使用权,2007-2008年 ,2.35元/平米/月,上海陆家嘴物业管理公司,上海中环投资开发(集团)有限公司
万里双子座,普陀万里,富平路727弄,72644,板楼,233户,2栋,商品房,2008年 ,1.65元/平米/月,上海中环陆家嘴物业管理有限公司,上海中环投资开发(集团)有限公司
万里真欣园,普陀万里,真金路251弄,66057,板楼,304户,20栋,商品房/经济适用房,1999年 ,1.05至1.35元/平米/月,上海新莱赫物业管理有限公司,中环集团
金华苑,普陀万里,"真金路655弄, 真金路725弄1-20号, 武威东路299号",73964,板楼,1313户,23栋,商品房/使用权,2004年 ,0.8元/平米/月,上海金明房地产物业管理有限公司,上海金明房地产普陀投资有限公司
交暨小区,普陀万里,"交暨路65弄,交暨路190弄",55180,板楼,492户,29栋,商品房/售后公房/使用权,1996年 ,0.8元/平米/月,上海天傲物业管理有限公司,上海宜民房地产开发经营有限公司
巴黎之春,普陀万里,富平路737弄,66341,板楼,1084户,44栋,商品房/使用权,2002-2011年 ,1.2至1.6元/平米/月,上海中环陆家嘴物业管理有限公司,上海中环投资开发(集团)有限公司
中铁佳苑,普陀万里,真南路209弄,71886,板楼,226户,14栋,商品房,1995-1996年 ,0.5元/平米/月,中隧物业,浙江中铁房地产集团有限公司
达安春之声（一期）,普陀万里,水泉路88弄,85101,板楼,686户,14栋,商品房/使用权,2005-2006年 ,2.1至3.5元/平米/月,上海上房物业有限公司,暂无信息
大华颐和华城紫颐园,普陀万里,武威东路477弄,90745,板楼,242户,64栋,商品房,2013-2015年 ,1.5至2.97元/平米/月,上海复瑞物业管理有限公司,暂无信息
万富大厦,普陀万里,交暨路193弄,77399,板楼,726户,4栋,商品房,2022年 ,1至2.4元/平米/月,上海沙林物业管理有限公司,暂无信息
万里晶品苑,普陀万里,新村路2080弄,77951,塔板结合,402户,4栋,商品房,2010年 ,1.64至1.75元/平米/月,上海中环陆家嘴物业管理有限公司,上海中环投资开发（集团）有限公司
真华路36弄,普陀万里,真华路36弄,67173,板楼,153户,3栋,商品房,2005年 ,1.5元/平米/月,上海大华物业有限公司,中环集团
愉景华庭,普陀万里,新村路2003弄1-54号,75137,塔楼/板楼,1727户,49栋,商品房/使用权,2003-2007年 ,2.15元/平米/月,大华物业,上海华烨房地产有限公司
香泉苑,普陀万里,香泉路85弄,62147,板楼,1216户,101栋,商品房/售后公房/使用权,1996-1999年 ,0.8元/平米/月,上海天傲物业管理有限公司,上海金明房地产开发有限公司
万里欣苑,普陀万里,新泉路66弄,74139,板楼,360户,5栋,商品房,1996-2006年 ,1.7元/平米/月,上海佳中物业管理有限公司,上海中环投资开发(集团)有限公司
凯旋华庭,普陀万里,真金路457弄1-9号,83549,板楼,452户,5栋,商品房,2005-2010年 ,1至2.95元/平米/月,上海中鹰物业管理有限公司,上海中鹰房地产开发有限公司
达安春之声（二期）,普陀万里, 水泉路99弄,86231,板楼,688户,14栋,商品房/使用权,2006-2008年 ,2.1至5元/平米/月,上海科瑞物业管理发展有限公司,上海达安企业发展有限公司
万里名轩,普陀万里,真华路295弄,63015,板楼,722户,47栋,商品房,1999年 ,1.35元/平米/月,中环物业,上海中环投资开发(集团)有限公司
金鼎公寓(普陀),普陀万里,真南路85弄,63106,板楼,337户,57栋,商品房,2001年 ,0.65元/平米/月,上海新莱赫物业管理有限公司,上海金明房地产普陀投资有限公司
愉景华庭,普陀万里,新村路2003弄1-54号,75137,塔楼/板楼,1727户,49栋,商品房/使用权,2003-2007年 ,2.15元/平米/月,大华物业,上海华烨房地产有限公司
真华路36弄,普陀万里,真华路36弄,67173,板楼,153户,3栋,商品房,2005年 ,1.5元/平米/月,上海大华物业有限公司,中环集团
中鹰黑森林,普陀万里,"真华路399弄, 新村路1717弄",106865,板楼/塔板结合,1264户,42栋,商品房/使用权,2007-2016年 ,2.95至7.6元/平米/月,上海中鹰物业管理有限公司,上海中鹰置业有限公司
杨家桥小区(普陀),普陀万里,"真北路2904弄,真北路2960弄,真南路183弄,真南路205弄",60077,板楼,1647户,101栋,商品房/售后公房/动迁安置房/使用权,1982-1999年 ,0.8元/平米/月,暂无信息,暂无信息
万里四季苑,普陀万里,"新村路1759弄,新村路1881弄,新村路1901弄",68462,板楼,1416户,106栋,商品房/售后公房/动迁安置房/使用权,1999年 ,0.8至1.05元/平米/月,上海联讯物业管理有限公司,上海中环广场房地产有限公司
大华颐和华城,普陀万里,"武威东路477弄,武威东路478弄,武威东路479弄,真金路577弄",68399,板楼,3155户,185栋,商品房/动迁安置房/使用权/私产,2004-2010年 ,0.95至1.75元/平米/月,暂无信息,上海颐和房地产有限公司
中环锦园,普陀万里,真华路388弄,70484,板楼,1028户,13栋,商品房/使用权,2005-2008年 ,1.68元/平米/月,陆家嘴物业有限公司,上海中环投资开发（集团）有限公司
富平路996号,普陀万里,富平路996号,0,未知类型,3户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
富平路919号,普陀万里,富平路919号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
水泉路40号,普陀万里,水泉路40号,0,未知类型,4户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
富平路890号,普陀万里,富平路890号,0,未知类型,2户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
武威东路262号,普陀万里,武威东路262号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
交通路3193弄,普陀万里,交通路3193弄,0,板楼,198户,10栋,商品房/使用权,1996年 ,0.5至0.85元/平米/月,万里物业,中环集团
新村路1432号,普陀万里,新村路1432号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
真南路189号甲,普陀万里,真南路189号甲,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
